8.99869,-0.192518,1
9.65867,-0.188731,1
10.2286,-0.182512,1
10.7686,-0.176428,1
11.3086,-0.170338,1
11.8485,-0.164248,1
12.4185,-0.157819,1
12.9585,-0.152829,1
13.4985,-0.152101,1
14.0685,-0.151814,1
14.6085,-0.151559,1
15.1485,-0.151305,1
15.6885,-0.151051,1
16.2285,-0.150797,1
16.7685,-0.150543,1
17.3085,-0.150289,1
17.8785,-0.150021,1
18.4185,-0.149767,1
18.9885,-0.149498,1
19.5285,-0.149244,1
20.0685,-0.14899,1
20.6085,-0.149577,1
21.1784,-0.155613,1
21.7183,-0.166624,1
22.2582,-0.179402,1
22.828,-0.192991,1
23.3679,-0.205867,1
23.9077,-0.215246,1
24.4474,-0.196624,1
25.0169,-0.172848,1
25.5567,-0.16052,1
26.0966,-0.172457,1
26.6362,-0.192218,1
27.2058,-0.213209,1
27.7457,-0.223316,1
28.2857,-0.231487,1
28.8256,-0.239969,1
29.3654,-0.25353,1
29.9046,-0.283025,1
30.4451,-0.441846,1
30.782,-0.852942,1
30.956,-1.39539,1
31.1865,-1.88351,1
31.2669,-2.41204,1
31.2288,-2.95055,1
31.2553,-3.51979,1
31.2967,-4.05813,1
31.4182,-4.58292,1
31.6561,-5.06734,1
31.8838,-5.58978,1
32.0899,-6.08888,1
32.3235,-6.57549,1
32.5823,-7.0494,1
32.7781,-7.55155,1
32.9346,-8.06824,1
33.0368,-8.62888,1
33.123,-9.16186,1
33.1571,-9.70072,1
33.183,-10.2701,1
33.2051,-10.8097,1
33.221,-11.3494,1
33.2344,-11.8893,1
33.2424,-12.4592,1
33.2216,-12.9987,1
33.1861,-13.5676,1
33.1519,-14.1065,1
33.1368,-14.6462,1
33.1474,-15.2161,1
33.1597,-15.756,1
33.1721,-16.2958,1
33.1845,-16.8357,1
33.1907,-17.4056,1
33.189,-17.9456,1
33.1868,-18.4856,1
33.1846,-19.0256,1
33.1824,-19.5656,1
33.1803,-20.1056,1
33.1781,-20.6456,1
33.1758,-21.2156,1
33.1736,-21.7556,1
33.1714,-22.2956,1
33.1653,-22.8355,1
33.1569,-23.4055,1
33.1416,-23.9453,1
33.1249,-24.485,1
33.1081,-25.0247,1
33.0904,-25.5945,1
33.0764,-26.1343,1
33.073,-26.6742,1
33.0708,-27.2142,1
33.0686,-27.7542,1
33.0664,-28.2942,1
33.0641,-28.8642,1
33.0619,-29.4042,1
33.0673,-29.9441,1
33.1009,-30.4831,1
33.1066,-31.0227,1
33.0816,-31.5621,1
33.0546,-32.1315,1
33.0566,-32.6712,1
33.0905,-33.2101,1
33.0336,-33.7458,1
32.9212,-34.3046,1
32.8144,-34.8339,1
32.7249,-35.3663,1
32.6838,-35.9045,1
32.6708,-36.4444,1
32.6552,-36.9841,1
32.6037,-37.5513,1
32.5128,-38.0836,1
32.3927,-38.61,1
32.2463,-39.1609,1
32.1122,-39.684,1
31.8648,-40.1577,1
31.4799,-40.5361,1
31.1007,-40.9611,1
30.6261,-41.2101,1
30.1255,-41.4107,1
29.5925,-41.6065,1
29.0641,-41.7172,1
28.5316,-41.8017,1
27.9928,-41.8373,1
27.4543,-41.8779,1
26.9147,-41.8973,1
26.3449,-41.9051,1
25.8061,-41.8692,1
25.2374,-41.8314,1
24.6981,-41.8041,1
24.1584,-41.7869,1
23.6184,-41.78,1
23.0484,-41.7822,1
22.5085,-41.7929,1
21.9685,-41.7961,1
21.4287,-41.7909,1
20.861,-41.7405,1
20.3293,-41.6492,1
19.8145,-41.6866,1
19.2853,-41.6959,1
18.7625,-41.8994,1
18.3414,-41.937,1
17.8077,-42.1103,1
17.2751,-42.0274,1
16.7435,-41.9331,1
16.2056,-41.8914,1
15.6678,-41.9377,1
15.0994,-41.9787,1
14.5596,-41.9917,1
14.0201,-42.0133,1
13.4949,-42.1346,1
12.9326,-42.2177,1
12.3942,-42.2598,1
11.8548,-42.2455,1
11.3159,-42.2106,1
10.7462,-42.2086,1
10.2065,-42.2242,1
9.66725,-42.2001,1
9.12897,-42.1572,1
8.56024,-42.1192,1
