9.7804935,-42.7480276,4.8340606
10.7797142,-42.7370808,5.2164599
11.7759575,-42.6860877,5.6072039
12.7762477,-42.6122454,5.9866799
13.7668908,-42.52959,6.3622332
14.7600389,-42.4476893,6.7285655
15.7534704,-42.374981,7.0565541
16.7371209,-42.3220408,7.3393847
17.7299984,-42.2996658,7.5260051
18.7206109,-42.3200443,7.6707742
19.707952,-42.3848999,7.8249113
20.7019989,-42.4843348,7.9687153
21.6788689,-42.5960718,7.4239147
22.665533,-42.7027412,6.9419493
23.6681045,-42.786043,6.5113868
24.6571359,-42.8276826,6.1439672
25.6593142,-42.8167642,5.7799115
26.6534224,-42.7402678,5.4087511
27.6422765,-42.5828873,5.0512657
28.5983248,-42.3298442,4.7093592
29.5381425,-41.9449977,4.4235369
30.3832326,-41.4318954,4.2121489
31.1051495,-40.7823601,4.149501
31.705944,-39.9964266,4.2745099
32.1927486,-39.141744,4.4935831
32.5702829,-38.2327734,4.7127968
32.846499,-37.2691015,4.9654748
33.0300054,-36.2815494,5.25685
33.1436891,-35.2968219,5.5887398
33.212817,-34.2992026,5.9291028
33.2544729,-33.3055189,6.2807198
33.2837936,-32.3091001,6.6316897
33.3071833,-31.3178427,6.9787098
33.3278132,-30.3229368,7.3093801
33.3489278,-29.3285066,7.6194649
33.3731709,-28.3363746,7.9147422
33.4026065,-27.341732,8.1857611
33.4383196,-26.3482038,8.4458935
33.4802055,-25.3557901,8.6975573
33.5273719,-24.3624114,8.9371459
33.5786408,-23.3698122,9.1685809
33.6328483,-22.3772376,9.3934795
33.6888807,-21.3847401,9.6079634
33.7458894,-20.3928242,9.8133576
33.8025061,-19.3997064,10.0069246
33.8553342,-18.4071842,10.1688396
33.8979751,-17.4149631,10.0235532
33.9235806,-16.4199092,9.7214315
33.9257702,-15.4265396,9.3227233
33.8998456,-14.4326542,8.9334304
33.8414308,-13.4381917,8.5501265
33.7466783,-12.4487376,8.1745125
33.6113377,-11.4625696,7.8059342
33.4318394,-10.4853184,7.4440788
33.2026921,-9.5157431,7.0674749
32.918583,-8.5621261,6.6413118
32.5814297,-7.6284609,6.1388106
32.2064463,-6.705511,5.5571428
31.8519399,-5.781202,5.1013504
31.5846682,-4.8242985,4.8799057
31.4545027,-3.8399731,4.2059007
31.3996004,-2.8427569,3.5693355
31.2942302,-1.8576606,3.078707
30.9430914,-0.8886821,2.4329027
30.1920198,-0.3918739,2.7142809
29.2144057,-0.1967524,3.4672702
28.3094433,0.2353595,3.4357496
27.4510285,0.7397849,3.526529
26.5258105,1.1112971,3.7447127
25.5423253,1.2361989,4.2302375
24.5472888,1.2555534,4.7368074
23.551606,1.2488887,5.247739
22.5553847,1.236845,5.6908205
21.5578567,1.2238786,6.1101908
20.5664874,1.2121491,6.4993352
19.5673989,1.2041022,6.8613427
18.5772244,1.1991238,7.21009
17.5847403,1.1952801,7.5412901
16.5903342,1.191508,7.8514044
15.5984598,1.1873943,8.1477651
14.6036169,1.1830263,8.4291045
13.6128709,1.1790775,8.6859367
12.6211201,1.1768466,8.6491451
11.621119,1.1788957,8.3024452
10.6335578,1.1869569,7.7857835
9.6346734,1.1966017,7.2669378
8.6389499,1.2004052,6.7522056
7.641894,1.1885305,6.2433656
6.648683,1.1451711,5.740475
5.6559569,1.0491135,5.2640716
4.6742789,0.8744914,4.7799999
